Date,Name,Item
2023-11-21,Branremix,Girdle of the Mentor
2023-11-21,Graeggar,Girdle of the Mentor
2023-11-21,Xorkal,Girdle of the Mentor
2023-11-21,Checkursix,"Gressil, Dawn of Ruin"
2023-11-21,Tont,"Gressil, Dawn of Ruin"
2023-11-21,Censer,Hammer of the Twisting Nether
2023-11-21,Integrity,Hammer of the Twisting Nether
2023-11-21,Thurgood,Hammer of the Twisting Nether
2023-11-21,Paendrag,Harbinger of Doom
2023-11-21,Checkursix,"Iblis, Blade of the Fallen Seraph"
2023-11-21,Mcballs,"Iblis, Blade of the Fallen Seraph"
2023-11-21,Mictlantecuh,"Iblis, Blade of the Fallen Seraph"
2023-11-21,Ava,Kiss of the Spider
2023-11-21,Falariss,Kiss of the Spider
2023-11-21,Falariss,Kiss of the Spider
2023-11-21,Mcballs,Kiss of the Spider
2023-11-21,Pogg,Kiss of the Spider
2023-11-21,Rootz,Leggings of Apocalypse
2023-11-21,Nineteenhc,Legplates of Carnage
2023-11-21,Airz,Might of Menethil
2023-11-21,Dinoblunt,Might of Menethil
2023-11-21,Rickytan,Misplaced Servo Arm
2023-11-21,Rickytan,Misplaced Servo Arm
2023-11-21,Waumbek,Necklace of Necropsy
2023-11-21,Farquaad,Nerubian Slavemaker
2023-11-21,Ruug,Nerubian Slavemaker
2023-11-21,Hegrid,Rime Covered Mantle
2023-11-21,Jensin,Sapphiron's Right Eye
2023-11-21,Uwudaddy,Seal of the Damned
2023-11-21,Miltonmane,Shield of Condemnation
2023-11-21,Mistaveeb,Shroud of Dominion
2023-11-21,Ava,Slayer's Crest
2023-11-21,Farquaad,Slayer's Crest
2023-11-21,Xorkal,Slayer's Crest
2023-11-21,Gandal,Soulseeker
2023-11-21,Bli,Stormrage's Talisman of Seething
2023-11-21,Branremix,The Castigator
2023-11-21,Dinoblunt,The Castigator
2023-11-21,Mictlantecuh,The Castigator
2023-11-21,Bli,The Face of Death
2023-11-21,Cleavadge,The Hungering Cold
2023-11-21,Graeggar,The Hungering Cold
2023-11-21,Zenz,The Hungering Cold
2023-11-21,Azzereth,The Restrained Essence of Sapphiron
2023-11-21,Gandal,The Restrained Essence of Sapphiron
2023-11-21,Hegrid,The Soul Harvester's Bindings
2023-11-21,Gome,Wand of Fates
2023-11-21,Uwudaddy,Wand of Fates
2023-11-21,Mainevent,Wand of the Whispering Dead
2023-11-21,Tont,Widow's Remorse
2023-11-21,Zenz,Widow's Remorse
2023-11-21,Burkinafaso,Wraith Blade
2023-11-21,Tekilalove,Wraith Blade
2023-11-15,Checkursix,Claw of the Frost Wyrm
2023-11-15,Badhygiene,Cloak of the Necropolis
2023-11-15,Burkinafaso,Cloak of the Necropolis
2023-11-15,Thalantyr,Cloak of the Necropolis
2023-11-15,Airz,Corrupted Ashbringer
2023-11-15,Baldbro,Corrupted Ashbringer
2023-11-15,Censer,Desecrated Boots
2023-11-15,Checkursix,Desecrated Breastplate
2023-11-15,Dinoblunt,Desecrated Breastplate
2023-11-15,Paendrag,Desecrated Breastplate
2023-11-15,Eronimo,Desecrated Robe
2023-11-15,Kurdinn,Desecrated Robe
2023-11-15,Mainevent,Desecrated Robe
2023-11-15,Tekilalove,Desecrated Robe
2023-11-15,Baldbro,Desecrated Tunic
2023-11-15,Jensin,Doomfinger
2023-11-15,Cosmicheals,Eye of the Dead
2023-11-15,Thurgood,Eye of the Dead
2023-11-15,Waumbek,Eye of the Dead
2023-11-15,Gandal,Fortitude of the Scourge
2023-11-15,Briseis,Gem of Trapped Innocents
2023-11-15,Kurdinn,Gem of Trapped Innocents
2023-11-15,Alzera,"Gressil, Dawn of Ruin"
2023-11-15,Ava,"Gressil, Dawn of Ruin"
2023-11-15,Cleavadge,"Gressil, Dawn of Ruin"
2023-11-15,Crsw,"Gressil, Dawn of Ruin"
2023-11-15,Crsw,"Gressil, Dawn of Ruin"
2023-11-15,Mcballs,"Gressil, Dawn of Ruin"
2023-11-15,Sovicious,"Gressil, Dawn of Ruin"
2023-11-15,Cosmicheals,Hammer of the Twisting Nether
2023-11-15,Miltonmane,Hammer of the Twisting Nether
2023-11-15,Prunes,Hammer of the Twisting Nether
2023-11-15,Prunes,Hammer of the Twisting Nether
2023-11-15,Thurgood,Hammer of the Twisting Nether
2023-11-15,Paendrag,Kingsfall
2023-11-15,Airz,Might of Menethil
2023-11-15,Dinoblunt,Might of Menethil
2023-11-15,Graeggar,Might of the Scourge
2023-11-15,Nineteenhc,Might of the Scourge
2023-11-15,Nineteenhc,Might of the Scourge
2023-11-15,Dru,Nerubian Slavemaker
2023-11-15,Dru,Nerubian Slavemaker
2023-11-15,Farquaad,Nerubian Slavemaker
2023-11-15,Farquaad,Nerubian Slavemaker
2023-11-15,Ruug,Nerubian Slavemaker
2023-11-15,Ruug,Nerubian Slavemaker
2023-11-15,Mainevent,Ring of Faith
2023-11-15,Censer,Ring of Redemption
2023-11-15,Falariss,Sadist's Collar
2023-11-15,Gome,Sapphiron's Left Eye
2023-11-15,Tekilalove,Sapphiron's Left Eye
2023-11-15,Jensin,Sapphiron's Right Eye
2023-11-15,Eronimo,Seal of the Damned
2023-11-15,Miltonmane,Shield of Condemnation
2023-11-15,Waumbek,Shield of Condemnation
2023-11-15,Alpineey,Shroud of Dominion
2023-11-15,Mistaveeb,Shroud of Dominion
2023-11-15,Pogg,Shroud of Dominion
2023-11-15,Bli,Slayer's Crest
2023-11-15,Mistaveeb,Slayer's Crest
2023-11-15,Tont,Slayer's Crest
2023-11-15,Burkinafaso,Soulseeker
2023-11-15,Gandal,Soulseeker
2023-11-15,Branremix,Soulstring
2023-11-15,Bli,Stormrage's Talisman of Seething
2023-11-15,Graeggar,Stormrage's Talisman of Seething
2023-11-15,Alpineey,The Face of Death
2023-11-15,Branremix,The Face of Death
2023-11-15,Alzera,The Hungering Cold
2023-11-15,Ava,The Hungering Cold
2023-11-15,Cleavadge,The Hungering Cold
2023-11-15,Mcballs,The Hungering Cold
2023-11-15,Sovicious,The Hungering Cold
2023-11-15,Tont,The Hungering Cold
2023-11-15,Falariss,The Phylactery of Kel'Thuzad
2023-11-15,Pogg,The Phylactery of Kel'Thuzad
2023-11-15,Badhygiene,The Restrained Essence of Sapphiron
2023-11-15,Briseis,The Restrained Essence of Sapphiron
2023-11-15,Thalantyr,The Restrained Essence of Sapphiron
2023-11-15,Gome,The Soul Harvester's Bindings
2025-10-28,Twobraids,Band of Unanswered Prayers
2025-10-28,Ares,Band of Unnatural Forces
2025-10-28,Mikere,Band of Unnatural Forces
2025-10-28,Rusti,Band of Unnatural Forces
2025-10-22,Slout,Band of Unnatural Forces
2025-10-28,Biubiuu,Cloak of the Necropolis
2025-10-28,Deadcoiles,Cloak of the Necropolis
2025-10-28,Glad,Corrupted Ashbringer
2025-10-28,Solidsmtx,Corrupted Ashbringer
2025-10-28,Buhf,Desecrated Pauldrons
2025-10-28,Chimpsbald,Eye of the Dead
2025-10-28,Grapedrink,Eye of the Dead
2025-10-28,Groves,Eye of the Dead
2025-10-28,Twobraids,Eye of the Dead
2025-10-28,Grapedrink,Ghoul Skin Tunic
2025-10-28,Ares,Girdle of the Mentor
2025-10-27,Macthorson,Girdle of the Mentor
2025-10-28,Madder,Girdle of the Mentor
2025-10-28,Saladbalding,Girdle of the Mentor
2025-10-22,Sorschia,Girdle of the Mentor
2025-10-28,Chimpsbald,Hammer of the Twisting Nether
2025-10-28,Groves,Hammer of the Twisting Nether
2025-10-28,Numbrodos,Hammer of the Twisting Nether
2025-10-28,Trinnity,"Iblis, Blade of the Fallen Seraph"
2025-10-28,Zosodotter,"Iblis, Blade of the Fallen Seraph"
2025-10-28,Mikere,Kingsfall
2025-10-28,Alpineey,Kiss of the Spider
2025-10-28,Anticide,Kiss of the Spider
2025-10-28,Anticide,Kiss of the Spider
2025-10-28,Dilphiv,Kiss of the Spider
2025-10-28,Hurb,Kiss of the Spider
2025-10-28,Saladbalding,Kiss of the Spider
2025-10-28,Goathearder,Leggings of Polarity
2025-10-27,Greybush,Leggings of Polarity
2025-10-28,Alpineey,Legplates of Carnage
2025-10-28,Hurb,Legplates of Carnage
2025-10-28,Solidsmtx,Legplates of Carnage
2025-10-28,Buhf,Maexxna's Fang
2025-10-28,Patriot,Might of Menethil
2025-10-28,Mesmasshuu,Might of the Scourge
2025-10-28,Trinnity,Might of the Scourge
2025-10-28,Pixy,Misplaced Servo Arm
2025-10-28,Zosodotter,Misplaced Servo Arm
2025-10-28,Skiiska,Necro-Knight's Garb
2025-10-28,Skiiska,Necro-Knight's Garb
2025-10-28,Abusementprk,Nerubian Slavemaker
2025-10-28,Meco,Nerubian Slavemaker
2025-10-28,Meco,Nerubian Slavemaker
2025-10-28,Sunderzz,Nerubian Slavemaker
2025-10-28,Dwamasama,Plated Abomination Ribcage
2025-10-28,Biubiuu,Rime Covered Mantle
2025-10-28,Kushcloud,Rime Covered Mantle
2025-10-28,Calul,Sapphiron's Left Eye
2025-10-28,Kurdinn,Sapphiron's Left Eye
2025-10-28,Patriot,Shield of Condemnation
2025-10-28,Glad,Shroud of Dominion
2025-10-28,Mesmasshuu,Shroud of Dominion
2025-10-28,Dilphiv,Slayer's Crest
2025-10-28,Madder,Slayer's Crest
2025-10-28,Rusti,Slayer's Crest
2025-10-22,Slout,Slayer's Crest
2025-10-27,Xicala,Slayer's Crest
2025-10-27,Xicala,Slayer's Crest
2025-10-28,Abusementprk,Stormrage's Talisman of Seething
2025-10-28,Dwamasama,Stormrage's Talisman of Seething
2025-10-28,Sunderzz,Stormrage's Talisman of Seething
2025-10-27,Macthorson,The Castigator
2025-10-28,Pixy,The Castigator
2025-10-28,Deadcoiles,The Restrained Essence of Sapphiron
2025-10-27,Greybush,The Restrained Essence of Sapphiron
2025-10-28,Numbrodos,The Restrained Essence of Sapphiron
2025-10-28,Calul,The Soul Harvester's Bindings
2025-10-28,Kushcloud,The Soul Harvester's Bindings
2025-10-28,Kurdinn,Wand of Fates
2025-10-28,Goathearder,Wraith Blade
2025-10-22,Sorschia,Wristguards of Vengeance
2025-03-25,Kurdinn,Band of Unanswered Prayers
2025-03-25,Donfrye,Band of Unnatural Forces
2025-03-25,Ghili,Band of Unnatural Forces
2025-03-25,Jetrho,Band of Unnatural Forces
2025-03-25,Mlb,Band of Unnatural Forces
2025-03-25,Greybush,Cloak of Suturing
2025-03-25,Illadelph,Desecrated Spaulders
2025-03-25,Illadelph,Desecrated Tunic
2025-03-25,Farmland,Doomfinger
2025-03-25,Arizana,Eye of the Dead
2025-03-25,Briseis,Eye of the Dead
2025-03-25,Greybush,Eye of the Dead
2025-03-25,Chimpsmage,Gem of Trapped Innocents
2025-03-25,Farmland,Gem of Trapped Innocents
2025-03-25,Feq,Girdle of the Mentor
2025-03-25,Knumb,Girdle of the Mentor
2025-03-25,Madder,Girdle of the Mentor
2025-03-25,Branremix,Hammer of the Twisting Nether
2025-03-25,Reciprocate,Hammer of the Twisting Nether
2025-03-25,Aile,Harbinger of Doom
2025-03-25,Valoriwar,Hatchet of Sundered Bone
2025-03-25,Athek,"Iblis, Blade of the Fallen Seraph"
2025-03-25,Huxx,"Iblis, Blade of the Fallen Seraph"
2025-03-25,Mlb,"Iblis, Blade of the Fallen Seraph"
2025-03-25,Pogg,"Iblis, Blade of the Fallen Seraph"
2025-03-25,Saladbalding,"Iblis, Blade of the Fallen Seraph"
2025-03-25,Torreypines,"Iblis, Blade of the Fallen Seraph"
2025-03-25,Huxx,Kiss of the Spider
2025-03-25,Madder,Kiss of the Spider
2025-03-25,Rusti,Kiss of the Spider
2025-03-25,Rusti,Kiss of the Spider
2025-03-25,Torreypines,Kiss of the Spider
2025-03-25,Jetrho,Leggings of Apocalypse
2025-03-25,Sunderzz,Leggings of Apocalypse
2025-03-25,Chimpsmage,Leggings of Polarity
2025-03-25,Uwudaddy,Leggings of Polarity
2025-03-25,Abusementprk,Legplates of Carnage
2025-03-25,Burkarms,Legplates of Carnage
2025-03-25,Saladbalding,Legplates of Carnage
2025-03-25,Numbrodos,Libram of Light
2025-03-25,Ghili,Might of the Scourge
2025-03-25,Glad,Might of the Scourge
2025-03-25,Bli,Necklace of Necropsy
2025-03-25,Bli,Necklace of Necropsy
2025-03-25,Aile,Nerubian Slavemaker
2025-03-25,Pogg,Nerubian Slavemaker
2025-03-25,Sunderzz,Nerubian Slavemaker
2025-03-25,Abusementprk,Plated Abomination Ribcage
2025-03-25,Hegred,Power of the Scourge
2025-03-25,Hegred,Resilience of the Scourge
2025-03-25,Dionefastrgf,Sapphiron's Left Eye
2025-03-25,Dionefastrgf,Sapphiron's Left Eye
2025-03-25,Reciprocate,Shield of Condemnation
2025-03-25,Alpineey,Shroud of Dominion
2025-03-25,Branremix,Slayer's Crest
2025-03-25,Burkarms,Slayer's Crest
2025-03-25,Donfrye,Slayer's Crest
2025-03-25,Glad,Slayer's Crest
2025-03-25,Mistaveeb,Slayer's Crest
2025-03-25,Mistaveeb,Slayer's Crest
2025-03-25,Alpineey,Stormrage's Talisman of Seething
2025-03-25,Arizana,Stormrage's Talisman of Seething
2025-03-25,Feq,Stormrage's Talisman of Seething
2025-03-25,Athek,The Castigator
2025-03-25,Knumb,The Face of Death
2025-03-25,Valoriwar,The Phylactery of Kel'Thuzad
2025-03-25,Briseis,The Restrained Essence of Sapphiron
2025-03-25,Donzonæq,The Restrained Essence of Sapphiron
2025-03-25,Donzonæq,The Restrained Essence of Sapphiron
2025-03-25,Kushcloud,The Restrained Essence of Sapphiron
2025-03-25,Kushcloud,The Restrained Essence of Sapphiron
2025-03-25,Numbrodos,The Restrained Essence of Sapphiron
2025-03-25,Uwudaddy,The Restrained Essence of Sapphiron
2025-03-25,Kurdinn,Wand of Fates
2024-02-06,Gandal,Band of Unanswered Prayers
2024-02-06,Dirtydëëds,Band of Unnatural Forces
2024-02-06,Rootz,Band of Unnatural Forces
2024-02-06,Tavesty,Band of Unnatural Forces
2024-02-06,Waumbek,Belt of the Grand Crusader
2024-02-06,Runtzxcookie,Brimstone Staff
2024-02-06,Impax,Cloak of the Necropolis
2024-02-06,Holyrolled,Corrupted Ashbringer
2024-02-06,Yagå,Corrupted Ashbringer
2024-02-06,Pork,Desecrated Circlet
2024-02-06,Bojjo,Desecrated Robe
2024-02-06,Burkinafaso,Desecrated Robe
2024-02-06,Louieflamezz,Desecrated Robe
2024-02-06,Gome,Doomfinger
2024-02-06,Dreamer,Eye of the Dead
2024-02-06,Integrity,Eye of the Dead
2024-02-06,Prunes,Eye of the Dead
2024-02-06,Prunes,Eye of the Dead
2024-02-06,Gome,Gem of Trapped Innocents
2024-02-06,Iggy,Girdle of the Mentor
2024-02-06,Tavesty,Girdle of the Mentor
2024-02-06,Dreamer,Hammer of the Twisting Nether
2024-02-06,Holyrolled,Hammer of the Twisting Nether
2024-02-06,Alpineey,"Iblis, Blade of the Fallen Seraph"
2024-02-06,Checkursix,"Iblis, Blade of the Fallen Seraph"
2024-02-06,Stablord,"Iblis, Blade of the Fallen Seraph"
2024-02-06,Abusementprk,Kiss of the Spider
2024-02-06,Chims,Kiss of the Spider
2024-02-06,Chims,Kiss of the Spider
2024-02-06,Cleavadge,Kiss of the Spider
2024-02-06,Knumb,Kiss of the Spider
2024-02-06,Mcballs,Kiss of the Spider
2024-02-06,Nineteenalt,Kiss of the Spider
2024-02-06,Nineteenalt,Kiss of the Spider
2024-02-06,Rootz,Leggings of Apocalypse
2024-02-06,Runtzxcookie,Leggings of Polarity
2024-02-06,Mistaveeb,Legplates of Carnage
2024-02-06,Pogg,Legplates of Carnage
2024-02-06,Airz,Might of Menethil
2024-02-06,Airz,Might of Menethil
2024-02-06,Branremix,Might of Menethil
2024-02-06,Farquaad,Might of the Scourge
2024-02-06,Farquaad,Might of the Scourge
2024-02-06,Knumb,Might of the Scourge
2024-02-06,Ruug,Nerubian Slavemaker
2024-02-06,Pork,Ring of Faith
2024-02-06,Dirtydëëds,Sadist's Collar
2024-02-06,Burkinafaso,Sapphiron's Left Eye
2024-02-06,Skiiska,Sapphiron's Right Eye
2024-02-06,Jensin,Seal of the Damned
2024-02-06,Bli,Shroud of Dominion
2024-02-06,Bli,Shroud of Dominion
2024-02-06,Pogg,Shroud of Dominion
2024-02-06,Ratbag,Shroud of Dominion
2024-02-06,Abusementprk,Slayer's Crest
2024-02-06,Checkursix,Slayer's Crest
2024-02-06,Mcballs,Slayer's Crest
2024-02-06,Ratbag,Slayer's Crest
2024-02-06,Stablord,Slayer's Crest
2024-02-06,Iggy,Soulstring
2024-02-06,Branremix,Stormrage's Talisman of Seething
2024-02-06,Integrity,Stormrage's Talisman of Seething
2024-02-06,Alpineey,The Castigator
2024-02-06,Mictlantecuh,The Castigator
2024-02-06,Waumbek,The End of Dreams
2024-02-06,Cleavadge,The Phylactery of Kel'Thuzad
2024-02-06,Ruug,The Phylactery of Kel'Thuzad
2024-02-06,Briseis,The Restrained Essence of Sapphiron
2024-02-06,Briseis,The Restrained Essence of Sapphiron
2024-02-06,Gandal,The Restrained Essence of Sapphiron
2024-02-06,Jensin,The Restrained Essence of Sapphiron
2024-02-06,Impax,Wand of Fates
2024-02-06,Skiiska,Wand of the Whispering Dead
2024-02-06,Yagå,Widow's Remorse
2024-02-06,Bojjo,Wraith Blade
2024-02-06,Louieflamezz,Wraith Blade
2024-02-06,Mictlantecuh,Wristguards of Vengeance
2024-02-06,Mistaveeb,Wristguards of Vengeance
2024-08-06,Burkinn,Band of Unanswered Prayers
2024-08-06,Kurdinn,Band of Unanswered Prayers
2024-08-06,Alpineey,Band of Unnatural Forces
2024-08-06,Toxicalover,Band of Unnatural Forces
2024-08-06,Vanishh,Band of Unnatural Forces
2024-08-06,Anaomil,Cloak of Suturing
2024-08-06,Maidenn,Cloak of Suturing
2024-08-06,Chimpsmage,Cloak of the Necropolis
2024-08-06,Checkursix,Cloak of the Scourge
2024-08-06,Spacepimp,Corrupted Ashbringer
2024-08-06,Gandal,Doomfinger
2024-08-06,Bli,Eye of the Dead
2024-08-06,Burkinn,Eye of the Dead
2024-08-06,Lilanni,Eye of the Dead
2024-08-06,Shaala,Eye of the Dead
2024-08-06,Shaala,Eye of the Dead
2024-08-06,Dilphjr,Frostfire Ring
2024-08-06,Dilphjr,Gem of Trapped Innocents
2024-08-06,Critzmcgee,Ghoul Skin Tunic
2024-08-06,Arizana,Girdle of the Mentor
2024-08-06,Knumb,Girdle of the Mentor
2024-08-06,Nineteenhc,Girdle of the Mentor
2024-08-06,Nineteenhc,Girdle of the Mentor
2024-08-06,Bli,Hammer of the Twisting Nether
2024-08-06,Branremix,Hammer of the Twisting Nether
2024-08-06,Lilanni,Hammer of the Twisting Nether
2024-08-06,Maidenn,Hammer of the Twisting Nether
2024-08-06,Yasuke,Hatchet of Sundered Bone
2024-08-06,Finesse,"Iblis, Blade of the Fallen Seraph"
2024-08-06,Copecetic,Kingsfall
2024-08-06,Alpineey,Kiss of the Spider
2024-08-06,Feq,Kiss of the Spider
2024-08-06,Feq,Kiss of the Spider
2024-08-06,Glad,Kiss of the Spider
2024-08-06,Glad,Kiss of the Spider
2024-08-06,Pogg,Kiss of the Spider
2024-08-06,Toxicalover,Kiss of the Spider
2024-08-06,Gugsx,Leggings of Apocalypse
2024-08-06,Donzonæq,Leggings of Polarity
2024-08-06,Supgap,Leggings of Polarity
2024-08-06,Yasuke,Legplates of Carnage
2024-08-06,Ábrams,Legplates of Carnage
2024-08-06,Impax,Loatheb's Reflection
2024-08-06,Arizana,Might of Menethil
2024-08-06,Spacepimp,Might of Menethil
2024-08-06,Saladblesing,Might of the Scourge
2024-08-06,Rootz,Necklace of Necropsy
2024-08-06,Gugsx,Nerubian Slavemaker
2024-08-06,Knumb,Plated Abomination Ribcage
2024-08-06,Skiiska,Power of the Scourge
2024-08-06,Bojjo,Preceptor's Hat
2024-08-06,Skiiska,Rime Covered Mantle
2024-08-06,Rootz,Sadist's Collar
2024-08-06,Bojjo,Sapphiron's Left Eye
2024-08-06,Kurdinn,Sapphiron's Right Eye
2024-08-06,Gandal,Seal of the Damned
2024-08-06,Anaomil,Shield of Condemnation
2024-08-06,Abusementprk,Shroud of Dominion
2024-08-06,Chims,Shroud of Dominion
2024-08-06,Finesse,Slayer's Crest
2024-08-06,Pogg,Slayer's Crest
2024-08-06,Vanishh,Slayer's Crest
2024-08-06,Powerstroke,Stormrage's Talisman of Seething
2024-08-06,Ábrams,Stormrage's Talisman of Seething
2024-08-06,Critzmcgee,The Castigator
2024-08-06,Saladblesing,The Face of Death
2024-08-06,Copecetic,The Phylactery of Kel'Thuzad
2024-08-06,Powerstroke,The Phylactery of Kel'Thuzad
2024-08-06,Supgap,The Restrained Essence of Sapphiron
2024-08-06,Waumbek,The Restrained Essence of Sapphiron
2024-08-06,Waumbek,The Restrained Essence of Sapphiron
2024-08-06,Chimpsmage,The Soul Harvester's Bindings
2024-08-06,Branremix,The Widow's Embrace
2024-08-06,Impax,Veil of Eclipse
2024-08-06,Gome,Wand of Fates
2024-08-06,Gome,Wand of Fates
2024-08-06,Checkursix,Widow's Remorse
2024-08-06,Donzonæq,Wraith Blade
2024-08-06,Abusementprk,Wristguards of Vengeance
2024-08-06,Chims,Wristguards of Vengeance
2024-03-12,Miltonmane,Band of Unanswered Prayers
2024-03-12,Mictlantecuh,Band of Unnatural Forces
2024-03-12,Rootz,Band of Unnatural Forces
2024-03-12,Vanishh,Band of Unnatural Forces
2024-03-12,Ruug,Claw of the Frost Wyrm
2024-03-12,Skiiska,Cloak of Suturing
2024-03-12,Impax,Cloak of the Necropolis
2024-03-12,Uwudaddy,Cloak of the Necropolis
2024-03-12,Yagå,Corrupted Ashbringer
2024-03-12,Burkinafaso,Desecrated Robe
2024-03-12,Bli,Eye of the Dead
2024-03-12,Dreamer,Eye of the Dead
2024-03-12,Onefiftyone,Eye of the Dead
2024-03-12,Onefiftyone,Eye of the Dead
2024-03-12,Puppies,Eye of the Dead
2024-03-12,Waumbek,Fortitude of the Scourge
2024-03-12,Impax,Gem of Trapped Innocents
2024-03-12,Dinoblunt,Girdle of the Mentor
2024-03-12,Mistaveeb,Girdle of the Mentor
2024-03-12,Tavesty,Girdle of the Mentor
2024-03-12,Antimercy,Hammer of the Twisting Nether
2024-03-12,Bli,Hammer of the Twisting Nether
2024-03-12,Dreamer,Hammer of the Twisting Nether
2024-03-12,Puppies,Hammer of the Twisting Nether
2024-03-12,Farquaad,Harbinger of Doom
2024-03-12,Yagå,Hatchet of Sundered Bone
2024-03-12,Alpineey,"Iblis, Blade of the Fallen Seraph"
2024-03-12,Checkursix,"Iblis, Blade of the Fallen Seraph"
2024-03-12,Dirtydëëds,"Iblis, Blade of the Fallen Seraph"
2024-03-12,Nearl,Kingsfall
2024-03-12,Abusementprk,Kiss of the Spider
2024-03-12,Checkursix,Kiss of the Spider
2024-03-12,Knumb,Kiss of the Spider
2024-03-12,Mcballs,Kiss of the Spider
2024-03-12,Nineteenalt,Kiss of the Spider
2024-03-12,Nineteenalt,Kiss of the Spider
2024-03-12,Burkinafaso,Leggings of Polarity
2024-03-12,Pogg,Legplates of Carnage
2024-03-12,Airz,Might of Menethil
2024-03-12,Airz,Might of Menethil
2024-03-12,Farquaad,Might of the Scourge
2024-03-12,Ruug,Nerubian Slavemaker
2024-03-12,Gome,Preceptor's Hat
2024-03-12,Gome,Sapphiron's Left Eye
2024-03-12,Antimercy,Sapphiron's Right Eye
2024-03-12,Miltonmane,Shield of Condemnation
2024-03-12,Cleavadge,Shroud of Dominion
2024-03-12,Nearl,Shroud of Dominion
2024-03-12,Pogg,Shroud of Dominion
2024-03-12,Tavesty,Shroud of Dominion
2024-03-12,Abusementprk,Slayer's Crest
2024-03-12,Chims,Slayer's Crest
2024-03-12,Chims,Slayer's Crest
2024-03-12,Mcballs,Slayer's Crest
2024-03-12,Vanishh,Slayer's Crest
2024-03-12,Branremix,Stormrage's Talisman of Seething
2024-03-12,Mictlantecuh,Stormrage's Talisman of Seething
2024-03-12,Rootz,Stormrage's Talisman of Seething
2024-03-12,Alpineey,The Castigator
2024-03-12,Dinoblunt,The Castigator
2024-03-12,Waumbek,The Face of Death
2024-03-12,Dirtydëëds,The Phylactery of Kel'Thuzad
2024-03-12,Bojjo,The Restrained Essence of Sapphiron
2024-03-12,Bojjo,The Restrained Essence of Sapphiron
2024-03-12,Gandal,The Restrained Essence of Sapphiron
2024-03-12,Gandal,The Restrained Essence of Sapphiron
2024-03-12,Hegred,The Restrained Essence of Sapphiron
2024-03-12,Hegred,The Restrained Essence of Sapphiron
2024-03-12,Holyrolled,The Restrained Essence of Sapphiron
2024-03-12,Holyrolled,The Restrained Essence of Sapphiron
2024-03-12,Jensin,The Restrained Essence of Sapphiron
2024-03-12,Jensin,The Restrained Essence of Sapphiron
2024-03-12,Branremix,The Widow's Embrace
2024-03-12,Uwudaddy,Wand of Fates
2024-03-12,Priestrofl,Wand of the Whispering Dead
2024-03-12,Skiiska,Wand of the Whispering Dead
2024-03-12,Priestrofl,Warmth of Forgiveness
2024-03-12,Cleavadge,Wristguards of Vengeance
2024-03-12,Knumb,Wristguards of Vengeance
2024-03-12,Mistaveeb,Wristguards of Vengeance
2025-07-15,Crazedeyes,Band of Unanswered Prayers
2025-07-15,Illadelph,Band of Unanswered Prayers
2025-07-15,Illadelph,Band of Unanswered Prayers
2025-07-15,Frostiwarr,Band of Unnatural Forces
2025-07-15,Octoboss,Band of Unnatural Forces
2025-07-15,Slashi,Band of Unnatural Forces
2025-07-15,Thorgenie,Band of Unnatural Forces
2025-07-15,Wtbfearward,Cloak of Suturing
2025-07-15,Ignitegodx,Cloak of the Necropolis
2025-07-15,Mandraky,Cloak of the Necropolis
2025-07-15,Bli,Corrupted Ashbringer
2025-07-15,Bli,Corrupted Ashbringer
2025-07-15,Macthorson,Corrupted Ashbringer
2025-07-15,Ignitegodx,Doomfinger
2025-07-15,Briseis,Eye of the Dead
2025-07-15,Crazedeyes,Eye of the Dead
2025-07-15,Darkwings,Eye of the Dead
2025-07-15,Rusti,Eye of the Dead
2025-07-15,Rusti,Eye of the Dead
2025-07-15,Smoothbore,Gem of Trapped Innocents
2025-07-15,Frostiwarr,Girdle of the Mentor
2025-07-15,Huxli,Girdle of the Mentor
2025-07-15,Torreypines,Girdle of the Mentor
2025-07-15,Bravesrrobin,Hammer of the Twisting Nether
2025-07-15,Darkwings,Hammer of the Twisting Nether
2025-07-15,Holyfist,Hammer of the Twisting Nether
2025-07-15,Holyfist,Hammer of the Twisting Nether
2025-07-15,Igkidkyuubi,"Iblis, Blade of the Fallen Seraph"
2025-07-15,Jhonytank,"Iblis, Blade of the Fallen Seraph"
2025-07-15,Lagerthafury,"Iblis, Blade of the Fallen Seraph"
2025-07-15,Jhonytank,Kingsfall
2025-07-15,Deltgodx,Kiss of the Spider
2025-07-15,Dilphiv,Kiss of the Spider
2025-07-15,Giuseppina,Kiss of the Spider
2025-07-15,Huxli,Kiss of the Spider
2025-07-15,Mesmasshuu,Kiss of the Spider
2025-07-15,Saladressing,Kiss of the Spider
2025-07-15,Saladressing,Kiss of the Spider
2025-07-15,Slashi,Kiss of the Spider
2025-07-15,Giuseppina,Leggings of Apocalypse
2025-07-15,Smoothbore,Leggings of Polarity
2025-07-15,Abusementprk,Legplates of Carnage
2025-07-15,Abusementprk,Legplates of Carnage
2025-07-15,Mesmasshuu,Legplates of Carnage
2025-07-15,Torreypines,Legplates of Carnage
2025-07-15,Donzon,Might of the Scourge
2025-07-15,Madder,Might of the Scourge
2025-07-15,Donzon,Nerubian Slavemaker
2025-07-15,Toxicalover,Nerubian Slavemaker
2025-07-15,Toxicalover,Plated Abomination Ribcage
2025-07-15,Skiiska,Resilience of the Scourge
2025-07-15,Skiiska,Resilience of the Scourge
